,tweet_id,favorites,retweets,user_followers,user_favourites,date_time
45,883360690899218434,22284,3635,7574151,140768,2017-07-07 16:22:55
46,883117836046086144,36542,6543,7574151,140768,2017-07-07 00:17:54
47,882992080364220416,23543,3850,7574151,140768,2017-07-06 15:58:11
48,882762694511734784,27827,4824,7574151,140768,2017-07-06 00:46:41
49,882627270321602560,27454,5974,7574151,140768,2017-07-05 15:48:34
50,882268110199369728,44190,11376,7574151,140768,2017-07-04 16:01:23
51,882045870035918850,28866,4876,7574151,140768,2017-07-04 01:18:17
52,881906580714921986,23904,3332,7574151,140768,2017-07-03 16:04:48
53,881666595344535552,49750,10469,7574151,140768,2017-07-03 00:11:11
54,881633300179243008,124,7,7574151,140768,2017-07-02 21:58:53
55,881536004380872706,48591,15649,7574151,140768,2017-07-02 15:32:16
56,881268444196462592,22701,5083,7574151,140768,2017-07-01 21:49:04
57,880935762899988482,16731,2736,7574152,140768,2017-06-30 23:47:07
58,880872448815771648,20917,3748,7574152,140768,2017-06-30 19:35:32
59,880465832366813184,28062,6161,7574152,140768,2017-06-29 16:39:47
60,880221127280381952,26598,4142,7574152,140768,2017-06-29 00:27:25
61,880095782870896641,27169,4277,7574152,140768,2017-06-28 16:09:20
62,879862464715927552,21942,3440,7574151,140768,2017-06-28 00:42:13
63,879674319642796034,305,10,7574151,140768,2017-06-27 12:14:36
64,879492040517615616,23039,3126,7574151,140768,2017-06-27 00:10:17
65,879415818425184262,104138,43482,7574151,140768,2017-06-26 19:07:24
66,879376492567855104,16499,3064,7574151,140768,2017-06-26 16:31:08
67,879130579576475649,0,6712,7574151,140768,2017-06-26 00:13:58
68,879050749262655488,22179,4637,7574151,140768,2017-06-25 18:56:45
69,879008229531029506,18668,2651,7574152,140768,2017-06-25 16:07:47
70,878776093423087618,19092,4058,7574152,140768,2017-06-25 00:45:22
71,878604707211726852,29756,7080,7574152,140768,2017-06-24 13:24:20
72,878404777348136964,0,1268,7574152,140768,2017-06-24 00:09:53
73,878316110768087041,0,6540,7574152,140768,2017-06-23 18:17:33
74,878281511006478336,7617,1268,7574152,140768,2017-06-23 16:00:04
75,878057613040115712,41359,6712,7574152,140768,2017-06-23 01:10:23
76,877736472329191424,78511,18772,7574152,140768,2017-06-22 03:54:17
77,877611172832227328,0,79,7574152,140768,2017-06-21 19:36:23
78,877556246731214848,22369,3746,7574152,140768,2017-06-21 15:58:08
79,877316821321428993,26950,5094,7574152,140768,2017-06-21 00:06:44
80,877201837425926144,26701,5496,7574152,140768,2017-06-20 16:29:50
81,876838120628539392,20361,3288,7574152,140768,2017-06-19 16:24:33
82,876537666061221889,23144,4567,7574152,140768,2017-06-18 20:30:39
83,876484053909872640,18467,2364,7574152,140768,2017-06-18 16:57:37
84,876120275196170240,27495,4619,7574152,140768,2017-06-17 16:52:05
85,875747767867523072,24819,4228,7574152,140768,2017-06-16 16:11:53
86,875144289856114688,21590,4857,7574152,140768,2017-06-15 00:13:52
87,875097192612077568,27006,5971,7574152,140768,2017-06-14 21:06:43
88,875021211251597312,25085,4656,7574152,140768,2017-06-14 16:04:48
89,874680097055178752,27409,4580,7574152,140768,2017-06-13 17:29:20
90,874434818259525634,0,14536,7574152,140768,2017-06-13 01:14:41
91,874296783580663808,25684,4053,7574152,140768,2017-06-12 16:06:11
92,874057562936811520,22333,3912,7574152,140768,2017-06-12 00:15:36
93,874012996292530176,34087,10278,7574152,140768,2017-06-11 21:18:31
94,873580283840344065,23867,3898,7574152,140768,2017-06-10 16:39:04
95,873337748698140672,0,1566,7574152,140768,2017-06-10 00:35:19
96,873213775632977920,7140,1566,7574152,140768,2017-06-09 16:22:42
97,872967104147763200,27002,5354,7574152,140768,2017-06-09 00:02:31
98,872820683541237760,14518,3658,7574152,140768,2017-06-08 14:20:41
99,872620804844003328,20536,3657,7574152,140768,2017-06-08 01:06:27
100,872486979161796608,40175,8945,7574153,140768,2017-06-07 16:14:40
101,872261713294495745,33786,6264,7574153,140768,2017-06-07 01:19:32
102,872122724285648897,34014,8060,7574153,140768,2017-06-06 16:07:15
103,871879754684805121,37539,11076,7574154,140768,2017-06-06 00:01:46
104,871762521631449091,20036,3453,7574154,140768,2017-06-05 16:15:56
105,871515927908634625,19993,3433,7574154,140768,2017-06-04 23:56:03
106,871166179821445120,0,5668,7574154,140768,2017-06-04 00:46:17
107,871102520638267392,20715,5475,7574154,140768,2017-06-03 20:33:19
108,871032628920680449,22429,3798,7574154,140768,2017-06-03 15:55:36
109,870804317367881728,33285,6174,7574155,140768,2017-06-03 00:48:22
110,870726314365509632,119,3,7574155,140768,2017-06-02 19:38:25
111,870656317836468226,12293,2634,7574155,140768,2017-06-02 15:00:16
112,870374049280663552,82003,26124,7574155,140768,2017-06-01 20:18:38
113,870308999962521604,21649,4142,7574155,140768,2017-06-01 16:00:09
114,870063196459192321,36357,8332,7574155,140768,2017-05-31 23:43:25
115,869772420881756160,42086,10012,7574155,140768,2017-05-31 04:27:59
116,869702957897576449,28015,6338,7574155,140768,2017-05-30 23:51:58
117,869596645499047938,15864,3131,7574155,140768,2017-05-30 16:49:31
118,869227993411051520,20310,3783,7574155,140768,2017-05-29 16:24:37
119,868880397819494401,65244,14487,7574155,140768,2017-05-28 17:23:24
120,868639477480148993,0,2099,7574155,140768,2017-05-28 01:26:04
121,868622495443632128,26616,5301,7574155,140768,2017-05-28 00:18:35
122,868552278524837888,10084,2099,7574155,140768,2017-05-27 19:39:34
123,867900495410671616,24086,4186,7574155,140768,2017-05-26 00:29:37
124,867774946302451713,33861,7355,7574155,140768,2017-05-25 16:10:44
125,867421006826221569,16058,2513,7574155,140768,2017-05-24 16:44:18
126,867072653475098625,0,121,7574155,140768,2017-05-23 17:40:04
127,867051520902168576,32154,7900,7574155,140768,2017-05-23 16:16:06
128,866720684873056260,20031,4835,7574155,140768,2017-05-22 18:21:28
129,866686824827068416,19289,3501,7574155,140768,2017-05-22 16:06:55
130,866450705531457537,122050,35488,7574155,140768,2017-05-22 00:28:40
131,866334964761202691,52506,14536,7574155,140768,2017-05-21 16:48:45
132,866094527597207552,0,8427,7574155,140768,2017-05-21 00:53:21
133,865718153858494464,25617,5656,7574155,140768,2017-05-19 23:57:46
134,865359393868664832,26476,5038,7574155,140768,2017-05-19 00:12:11
135,865006731092295680,28009,7745,7574155,140768,2017-05-18 00:50:50
136,864873206498414592,32302,8777,7574155,140768,2017-05-17 16:00:15
137,864279568663928832,14648,3061,7574155,140768,2017-05-16 00:41:21
138,864197398364647424,30227,9022,7574155,140768,2017-05-15 19:14:50
139,863907417377173506,20661,4186,7574155,140768,2017-05-15 00:02:33
140,863553081350529029,15343,4225,7574155,140768,2017-05-14 00:34:33
141,863471782782697472,0,2482,7574155,140768,2017-05-13 19:11:30
142,863432100342583297,23888,5324,7574155,140768,2017-05-13 16:33:49
143,863427515083354112,2272,98,7574155,140768,2017-05-13 16:15:35
144,863079547188785154,8799,1116,7574155,140768,2017-05-12 17:12:53
145,863062471531167744,8560,2482,7574155,140768,2017-05-12 16:05:02
146,862831371563274240,19241,5158,7574155,140768,2017-05-12 00:46:44
147,862722525377298433,17134,3570,7574155,140768,2017-05-11 17:34:13
148,862457590147678208,20631,5024,7574155,140768,2017-05-11 00:01:27
149,862096992088072192,74905,23617,7574155,140768,2017-05-10 00:08:34
150,861383897657036800,36273,10868,7574155,140768,2017-05-08 00:54:59
151,861288531465048066,17293,4214,7574156,140768,2017-05-07 18:36:02
152,861005113778896900,16811,3853,7574156,140768,2017-05-06 23:49:50
153,860981674716409858,0,2189,7574156,140768,2017-05-06 22:16:42
154,860924035999428608,0,836,7574156,140768,2017-05-06 18:27:40
155,860563773140209665,7566,2189,7574156,140768,2017-05-05 18:36:06
156,860524505164394496,23787,5370,7574156,140768,2017-05-05 16:00:04
157,860276583193509888,18426,3538,7574156,140768,2017-05-04 23:34:55
158,860184849394610176,16814,5948,7574156,140768,2017-05-04 17:30:24
159,860177593139703809,0,31455,7574156,140768,2017-05-04 17:01:34
160,859924526012018688,19703,4173,7574156,140768,2017-05-04 00:15:58
161,859851578198683649,15538,3573,7574156,140768,2017-05-03 19:26:06
162,859607811541651456,18754,1604,7574157,140768,2017-05-03 03:17:27
163,859196978902773760,90791,30827,7574157,140768,2017-05-02 00:04:57
164,859074603037188101,34195,13889,7574157,140768,2017-05-01 15:58:40
165,858860390427611136,0,8331,7574157,140768,2017-05-01 01:47:28
166,858843525470990336,15699,3554,7574157,140768,2017-05-01 00:40:27
167,858471635011153920,21722,4954,7574157,140768,2017-04-30 00:02:42
168,858107933456039936,15895,2981,7574157,140768,2017-04-28 23:57:28
169,857989990357356544,16305,2645,7574157,140768,2017-04-28 16:08:49
170,857746408056729600,34685,10893,7574157,140768,2017-04-28 00:00:54
171,857393404942143489,5986,1689,7574157,140768,2017-04-27 00:38:11
172,857263160327368704,20263,4633,7574157,140768,2017-04-26 16:00:39
173,857214891891077121,230,18,7574157,140768,2017-04-26 12:48:51
174,857062103051644929,0,177,7574157,140768,2017-04-26 02:41:43
175,857029823797047296,19186,4118,7574157,140768,2017-04-26 00:33:27
176,856602993587888130,0,10989,7574157,140768,2017-04-24 20:17:23
177,856543823941562368,16496,2959,7574158,140768,2017-04-24 16:22:16
178,856526610513747968,12015,1936,7574158,140768,2017-04-24 15:13:52
179,856330835276025856,0,701,7574158,140768,2017-04-24 02:15:55
180,856288084350160898,527,17,7574158,140768,2017-04-23 23:26:03
181,856282028240666624,28149,6508,7574158,140768,2017-04-23 23:01:59
182,855862651834028034,353,28,7574158,140768,2017-04-22 19:15:32
183,855860136149123072,5125,1060,7574158,140768,2017-04-22 19:05:32
184,855857698524602368,12036,2178,7574158,140768,2017-04-22 18:55:51
185,855851453814013952,46174,18274,7574158,140768,2017-04-22 18:31:02
186,855818117272018944,27056,5606,7574158,140768,2017-04-22 16:18:34
187,855459453768019968,30454,8486,7574158,140768,2017-04-21 16:33:22
188,855245323840757760,0,6188,7574158,140768,2017-04-21 02:22:29
189,855138241867124737,0,47,7574158,140768,2017-04-20 19:16:59
190,854732716440526848,23291,6334,7574158,140768,2017-04-19 16:25:34
191,854482394044301312,29908,7118,7574159,140768,2017-04-18 23:50:52
192,854365224396361728,19294,4868,7574159,140768,2017-04-18 16:05:17
193,854120357044912130,32652,7776,7574159,140768,2017-04-17 23:52:16
194,854010172552949760,16550,3279,7574159,140768,2017-04-17 16:34:26
195,853760880890318849,29241,6028,7574159,140768,2017-04-17 00:03:50
196,853639147608842240,35675,10564,7574159,140768,2017-04-16 16:00:07
197,853299958564483072,15907,3724,7574159,140768,2017-04-15 17:32:18
198,852936405516943360,0,2096,7574159,140768,2017-04-14 17:27:40
199,852912242202992640,9292,1917,7574159,140768,2017-04-14 15:51:39
200,852672615818899456,15301,2256,7574159,140768,2017-04-13 23:59:28
201,852553447878664193,16804,3675,7574159,140768,2017-04-13 16:05:56
202,852311364735569921,34001,10332,7574159,140768,2017-04-13 00:03:59
203,852226086759018497,20552,7109,7574159,140768,2017-04-12 18:25:07
204,852189679701164033,11786,1664,7574159,140768,2017-04-12 16:00:27
205,851953902622658560,0,10088,7574159,140768,2017-04-12 00:23:33
206,851861385021730816,0,23,7574159,140768,2017-04-11 18:15:55
207,851591660324737024,16675,3638,7574159,140768,2017-04-11 00:24:08
208,851464819735769094,24986,7422,7574159,140768,2017-04-10 16:00:07
209,851224888060895234,21313,5993,7574159,140768,2017-04-10 00:06:42
210,850753642995093505,31962,9746,7574159,140768,2017-04-08 16:54:09
211,850380195714523136,13461,2748,7574159,140768,2017-04-07 16:10:12
212,850333567704068097,3540,352,7574159,140768,2017-04-07 13:04:55
213,850145622816686080,16846,4028,7574159,140768,2017-04-07 00:38:06
214,850019790995546112,21113,5152,7574159,140768,2017-04-06 16:18:05
215,849776966551130114,31465,7992,7574159,140768,2017-04-06 00:13:11
216,849668094696017920,0,5215,7574159,140768,2017-04-05 17:00:34
217,849412302885593088,16405,3307,7574158,140768,2017-04-05 00:04:08
218,849336543269576704,11814,1991,7574158,140768,2017-04-04 19:03:06
219,849051919805034497,43921,8976,7574158,140768,2017-04-04 00:12:06
220,848690551926992896,26076,4555,7574158,140768,2017-04-03 00:16:10
221,848324959059550208,25624,4844,7574158,140768,2017-04-02 00:03:26
222,848213670039564288,8466,786,7574158,140768,2017-04-01 16:41:12
223,848212111729840128,16907,3242,7574158,140768,2017-04-01 16:35:01
224,847978865427394560,0,3442,7574158,140768,2017-04-01 01:08:10
225,847971574464610304,0,450,7574158,140768,2017-04-01 00:39:12
226,847962785489326080,24358,5389,7574158,140768,2017-04-01 00:04:17
227,847842811428974592,5675,1419,7574158,140768,2017-03-31 16:07:33
228,847617282490613760,7267,448,7574158,140768,2017-03-31 01:11:22
229,847606175596138505,19468,3585,7574158,140768,2017-03-31 00:27:14
230,847251039262605312,21224,4547,7574158,140768,2017-03-30 00:56:03
231,847157206088847362,20700,6195,7574158,140768,2017-03-29 18:43:12
232,847116187444137987,22226,3380,7574158,140768,2017-03-29 16:00:12
233,846874817362120707,20839,4158,7574158,140768,2017-03-29 00:01:05
234,846514051647705089,46358,12289,7574158,140768,2017-03-28 00:07:32
235,846505985330044928,14659,3272,7574158,140768,2017-03-27 23:35:28
236,846153765933735936,32940,9607,7574158,140768,2017-03-27 00:15:53
237,846139713627017216,32090,10462,7574159,140768,2017-03-26 23:20:02
238,846042936437604353,16617,3071,7574160,140768,2017-03-26 16:55:29
239,845812042753855489,30471,9274,7574160,140768,2017-03-26 01:38:00
240,845677943972139009,26114,5077,7574160,140768,2017-03-25 16:45:08
241,845397057150107648,7942,1919,7574160,140768,2017-03-24 22:08:59
242,845306882940190720,24266,5722,7574160,140768,2017-03-24 16:10:40
243,845098359547420673,0,8129,7574160,140768,2017-03-24 02:22:04
244,844979544864018432,14183,2745,7574160,140768,2017-03-23 18:29:57
245,844973813909606400,15727,3414,7574160,140768,2017-03-23 18:07:10
246,844704788403113984,40324,10989,7574161,140768,2017-03-23 00:18:10
247,844580511645339650,17165,3339,7574161,140768,2017-03-22 16:04:20
248,844223788422217728,14203,2339,7574161,140768,2017-03-21 16:26:50
249,843981021012017153,15764,3113,7574161,140768,2017-03-21 00:22:10
250,843856843873095681,22312,4924,7574161,140768,2017-03-20 16:08:44
251,843604394117681152,17613,2931,7574161,140768,2017-03-19 23:25:35
252,843235543001513987,22422,6434,7574161,140768,2017-03-18 22:59:54
253,842846295480000512,15879,3831,7574162,140768,2017-03-17 21:13:10
254,842765311967449089,7041,1357,7574162,140768,2017-03-17 15:51:22
255,842535590457499648,18884,3736,7574162,140768,2017-03-17 00:38:32
256,842163532590374912,25563,6188,7574162,140768,2017-03-16 00:00:07
257,842115215311396866,14623,3231,7574162,140768,2017-03-15 20:48:07
258,841833993020538882,0,16353,7574162,140768,2017-03-15 02:10:39
259,841680585030541313,26775,8270,7574162,140768,2017-03-14 16:01:03
260,841439858740625411,13189,3920,7574162,140768,2017-03-14 00:04:30
261,841320156043304961,20651,5802,7574162,140768,2017-03-13 16:08:50
262,841314665196081154,16536,5009,7574162,140768,2017-03-13 15:47:01
263,841077006473256960,23910,5668,7574163,140768,2017-03-13 00:02:39
264,840761248237133825,0,1872,7574163,140768,2017-03-12 03:07:56
265,840728873075638272,0,17283,7574163,140768,2017-03-12 00:59:17
266,840698636975636481,186,2,7574163,140768,2017-03-11 22:59:09
267,840696689258311684,12847,1043,7574164,140768,2017-03-11 22:51:24
268,840632337062862849,9384,1872,7574164,140768,2017-03-11 18:35:42
269,840370681858686976,17223,4864,7574164,140768,2017-03-11 01:15:58
270,840268004936019968,20178,6133,7574164,140768,2017-03-10 18:27:58
271,839990271299457024,14054,2456,7574164,140768,2017-03-10 00:04:21
272,839549326359670784,28825,8331,7574164,140768,2017-03-08 18:52:12
273,839290600511926273,0,153,7574164,140768,2017-03-08 01:44:07
274,839239871831150596,28500,7002,7574164,140768,2017-03-07 22:22:32
275,838952994649550848,20549,4256,7574164,140768,2017-03-07 03:22:35
276,838921590096166913,11707,2225,7574164,140768,2017-03-07 01:17:48
277,838916489579200512,0,36,7574164,140768,2017-03-07 00:57:32
278,838831947270979586,0,11835,7574164,140768,2017-03-06 19:21:35
279,838561493054533637,11452,1418,7574164,140768,2017-03-06 01:26:54
280,838476387338051585,23672,5158,7574164,140768,2017-03-05 19:48:43
281,838201503651401729,0,10813,7574164,140768,2017-03-05 01:36:26
282,838150277551247360,1765,354,7574164,140768,2017-03-04 22:12:52
283,838085839343206401,148,0,7574164,140768,2017-03-04 17:56:49
284,838083903487373313,18481,3382,7574164,140768,2017-03-04 17:49:08
285,837820167694528512,35868,8427,7574164,140768,2017-03-04 00:21:08
286,837482249356513284,4026,473,7574164,140768,2017-03-03 01:58:22
287,837471256429613056,13420,2458,7574164,140768,2017-03-03 01:14:41
288,837366284874571778,22177,5684,7574164,140768,2017-03-02 18:17:34
289,837110210464448512,16809,2563,7574164,140768,2017-03-02 01:20:01
290,836989968035819520,13369,2468,7574164,140768,2017-03-01 17:22:13
291,836753516572119041,20185,4953,7574164,140768,2017-03-01 01:42:39
292,836677758902222849,13237,2387,7574164,140768,2017-02-28 20:41:37
293,836648853927522308,0,586,7574164,140768,2017-02-28 18:46:45
294,836397794269200385,0,29691,7574164,140768,2017-02-28 02:09:08
295,836380477523124226,15473,3184,7574164,140768,2017-02-28 01:00:19
296,836260088725786625,22335,4612,7574164,140768,2017-02-27 17:01:56
297,836001077879255040,20070,4612,7574164,140768,2017-02-26 23:52:43
298,835685285446955009,0,8763,7574164,140768,2017-02-26 02:57:52
299,835574547218894849,18698,3896,7574164,140768,2017-02-25 19:37:50
300,835536468978302976,0,1828,7574835,140769,2017-02-25 17:06:32
301,835309094223372289,0,22600,7574164,140768,2017-02-25 02:03:02
302,835297930240217089,17261,3225,7574164,140768,2017-02-25 01:18:40
303,835264098648616962,8137,1828,7574164,140768,2017-02-24 23:04:14
304,835246439529840640,2197,78,7574164,140768,2017-02-24 21:54:03
305,835172783151792128,27476,6172,7574164,140768,2017-02-24 17:01:22
306,835152434251116546,23614,3247,7574164,140768,2017-02-24 15:40:31
307,834931633769889797,11401,1776,7574164,140768,2017-02-24 01:03:08
308,834786237630337024,22266,5903,7574164,140768,2017-02-23 15:25:23
309,834574053763584002,14395,2722,7574164,140768,2017-02-23 01:22:14
310,834477809192075265,0,11483,7574165,140768,2017-02-22 18:59:48
311,834458053273591808,10115,1809,7574165,140768,2017-02-22 17:41:18
312,834209720923721728,21687,5153,7574165,140768,2017-02-22 01:14:30
313,834167344700198914,16589,3918,7574165,140768,2017-02-21 22:26:07
314,834089966724603904,10572,2286,7574165,140768,2017-02-21 17:18:39
315,834086379323871233,13745,2389,7574165,140768,2017-02-21 17:04:24
316,833863086058651648,14111,2592,7574165,140768,2017-02-21 02:17:06
317,833826103416520705,18932,4023,7574166,140768,2017-02-20 23:50:09
318,833732339549220864,0,233,7574166,140768,2017-02-20 17:37:34
319,833722901757046785,21801,3462,7574166,140768,2017-02-20 17:00:04
320,833479644947025920,15640,2229,7574166,140768,2017-02-20 00:53:27
321,833124694597443584,21256,5215,7574166,140768,2017-02-19 01:23:00
322,832998151111966721,14002,2391,7574166,140768,2017-02-18 17:00:10
323,832769181346996225,0,40,7574166,140768,2017-02-18 01:50:19
324,832757312314028032,17728,3905,7574166,140768,2017-02-18 01:03:09
325,832682457690300417,12501,3166,7574166,140768,2017-02-17 20:05:43
326,832645525019123713,3081,559,7574167,140768,2017-02-17 17:38:57
327,832636094638288896,16708,3014,7574167,140768,2017-02-17 17:01:29
328,832397543355072512,12582,2398,7574167,140768,2017-02-17 01:13:34
329,832369877331693569,18080,3442,7574167,140768,2017-02-16 23:23:38
330,832273440279240704,11915,2516,7574167,140768,2017-02-16 17:00:25
331,832215909146226688,0,6681,7574167,140768,2017-02-16 13:11:49
332,832215726631055365,0,10126,7574167,140768,2017-02-16 13:11:05
333,832088576586297345,70,2,7574167,140768,2017-02-16 04:45:50
334,832040443403784192,0,10479,7574167,140768,2017-02-16 01:34:34
335,832032802820481025,18779,5009,7574167,140768,2017-02-16 01:04:13
336,831939777352105988,25301,6628,7574167,140768,2017-02-15 18:54:34
337,831926988323639298,360,35,7574167,140768,2017-02-15 18:03:45
338,831911600680497154,29169,7046,7574167,140768,2017-02-15 17:02:36
339,831670449226514432,11013,1956,7574167,140768,2017-02-15 01:04:21
340,831650051525054464,7577,2096,7574167,140768,2017-02-14 23:43:18
341,831552930092285952,9492,2479,7574167,140768,2017-02-14 17:17:22
342,831322785565769729,9707,1650,7574167,140768,2017-02-14 02:02:51
343,831315979191906304,6889,1208,7574167,140768,2017-02-14 01:35:49
344,831309418084069378,12374,2636,7574167,140768,2017-02-14 01:09:44
345,831262627380748289,12569,2215,7574167,140768,2017-02-13 22:03:49
346,830956169170665475,8410,1615,7574167,140768,2017-02-13 01:46:03
347,830583320585068544,70598,18192,7574167,140768,2017-02-12 01:04:29
348,830173239259324417,0,6165,7574167,140768,2017-02-10 21:54:58
349,830097400375152640,10370,3250,7574167,140768,2017-02-10 16:53:37
350,829878982036299777,0,5428,7574169,140768,2017-02-10 02:25:42
351,829861396166877184,12900,2114,7574168,140768,2017-02-10 01:15:49
352,829501995190984704,33520,11483,7574168,140768,2017-02-09 01:27:41
353,829449946868879360,11050,2202,7574168,140768,2017-02-08 22:00:52
354,829374341691346946,36557,10088,7574168,140768,2017-02-08 17:00:26
355,829141528400556032,25884,8026,7574168,140768,2017-02-08 01:35:19
356,829011960981237760,56008,17579,7574168,140768,2017-02-07 17:00:28
357,828801551087042563,0,3681,7574168,140768,2017-02-07 03:04:22
358,828770345708580865,27027,6353,7574168,140768,2017-02-07 01:00:22
359,828708714936930305,38705,12166,7574168,140768,2017-02-06 20:55:28
360,828650029636317184,10043,1459,7574168,140768,2017-02-06 17:02:17
361,828409743546925057,6650,1248,7574168,140768,2017-02-06 01:07:28
362,828408677031882754,8093,1392,7574168,140768,2017-02-06 01:03:14
363,828381636999917570,13353,2414,7574168,140768,2017-02-05 23:15:47
364,828376505180889089,7810,1151,7574168,140768,2017-02-05 22:55:23
365,828372645993398273,13254,3189,7574168,140768,2017-02-05 22:40:03
366,828361771580813312,2323,184,7574168,140768,2017-02-05 21:56:51
367,828046555563323392,12434,3103,7574168,140768,2017-02-05 01:04:17
368,828011680017821696,10963,2332,7574168,140768,2017-02-04 22:45:42
369,827933404142436356,21300,5661,7574168,140768,2017-02-04 17:34:40
370,827653905312006145,16301,3256,7574168,140768,2017-02-03 23:04:02
371,827600520311402496,7842,1029,7574168,140768,2017-02-03 19:31:54
372,827324948884643840,16785,3326,7574168,140768,2017-02-03 01:16:53
373,827199976799354881,11189,2432,7574168,140768,2017-02-02 17:00:17
374,826958653328592898,22840,5428,7574168,140768,2017-02-02 01:01:21
375,826848821049180160,38615,11086,7574169,140768,2017-02-01 17:44:55
376,826615380357632002,0,4284,7574169,140768,2017-02-01 02:17:19
377,826598799820865537,5415,277,7574169,140768,2017-02-01 01:11:25
378,826598365270007810,10674,2552,7574170,140768,2017-02-01 01:09:42
379,826476773533745153,19516,4548,7574170,140768,2017-01-31 17:06:32
380,826240494070030336,14074,2812,7574170,140768,2017-01-31 01:27:39
381,826204788643753985,5176,1011,7574170,140768,2017-01-30 23:05:46
382,826115272272650244,16587,3407,7574170,140768,2017-01-30 17:10:04
383,825876512159186944,11093,2029,7574170,140768,2017-01-30 01:21:19
384,825829644528148480,13507,2699,7574170,140768,2017-01-29 22:15:05
385,825535076884762624,55182,18683,7574170,140768,2017-01-29 02:44:34
386,825147591692263424,19408,4970,7574170,140768,2017-01-28 01:04:51
387,825120256414846976,0,1392,7574170,140768,2017-01-27 23:16:13
388,825026590719483904,6734,1392,7574170,140768,2017-01-27 17:04:02
389,824796380199809024,0,5974,7574170,140768,2017-01-27 01:49:15
390,824775126675836928,15886,3828,7574170,140768,2017-01-27 00:24:48
391,824663926340194305,10686,1888,7574170,140768,2017-01-26 17:02:56
392,824325613288833024,12503,11294,7574170,140768,2017-01-25 18:38:36
393,824297048279236611,15969,4205,7574170,140768,2017-01-25 16:45:05
394,824025158776213504,5062,641,7574170,140768,2017-01-24 22:44:42
395,823939628516474880,11300,2952,7574170,140768,2017-01-24 17:04:50
396,823719002937630720,0,12209,7574170,140768,2017-01-24 02:28:08
397,823699002998870016,13356,2632,7574170,140768,2017-01-24 01:08:40
398,823581115634085888,13834,2876,7574170,140768,2017-01-23 17:20:14
399,823333489516937216,739,28,7574170,140768,2017-01-23 00:56:15
400,823322678127919110,16709,4373,7574170,140768,2017-01-23 00:13:17
